0_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
62_67 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_68 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_69 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_70 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_71 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
62_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_2 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_5 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_9 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_11 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_15 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_17 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_20 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_29 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
63_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
63_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
63_34 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
63_40 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_45 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_46 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_47 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_48 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_49 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_50 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_51 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_52 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_53 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_57 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_58 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
63_64 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_68 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_71 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
63_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_4 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_9 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_12 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_22 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_26 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_28 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_29 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_30 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
64_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
64_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
64_34 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
64_35 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
64_40 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_44 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_45 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_46 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_47 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_48 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_50 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_51 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_52 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_53 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
64_63 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_65 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
64_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_68 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_71 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
0_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_5 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_6 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_9 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
0_11 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
0_20 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_21 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
0_25 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_27 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
0_29 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_37 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_46 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_50 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_54 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
0_57 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_63 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
0_67 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
0_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
0_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
0_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
1_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_21 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
1_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
1_25 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
1_27 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_35 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
1_36 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
1_40 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_43 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
1_47 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_53 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_60 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_71 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
2_0 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_8 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
2_9 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
2_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
2_25 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
2_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
2_34 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_35 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
2_46 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_49 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_58 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_60 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_70 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
2_72 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
2_76 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_3 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_6 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_11 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
3_13 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_21 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_25 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_26 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_29 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
3_37 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
3_38 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
3_39 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_48 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_53 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_54 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
3_73 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
3_75 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
4_3 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
4_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
4_7 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
4_9 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
4_11 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
4_13 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
4_15 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
4_38 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
4_49 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
4_55 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
4_60 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
4_62 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
4_68 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
4_70 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
4_71 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
4_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
4_74 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
5_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_8 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_11 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
5_15 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
5_22 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
5_24 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_29 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
5_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
5_34 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
5_42 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
5_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_54 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_61 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
5_71 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
5_72 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
6_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
6_4 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
6_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
6_7 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
6_9 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_10 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_11 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_14 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
6_24 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
6_31 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_37 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
6_38 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
6_40 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
6_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
6_51 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
6_55 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
6_57 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
6_63 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
6_64 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
6_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
6_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_9 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
7_20 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
7_31 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
7_35 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
7_44 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
7_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_47 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_48 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_49 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_50 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_60 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
7_70 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_2 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_9 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_19 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_20 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_21 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_22 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_34 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_46 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_48 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_49 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_54 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_66 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_70 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_75 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_15 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_19 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_20 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_21 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_29 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
9_33 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_35 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_41 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
9_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
9_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_46 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_48 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_50 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
9_57 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_59 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_62 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
9_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_3 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_17 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
10_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
10_33 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_37 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_42 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_45 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_48 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_55 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_58 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_59 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
10_60 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
10_71 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_76 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
11_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_3 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_4 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_17 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_19 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_22 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_25 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_47 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_54 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
11_59 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_72 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
11_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_4 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_10 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_18 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_19 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_43 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_50 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_55 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_57 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_69 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
12_73 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_16 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
13_25 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
